date,time,location,operator,aboard,fatalities,f rate
14-Jan-54,1150,"Rome, Italy",Philippine Air Lines,16,16,1
20-Jan-54,708,"Kansas City, Missouri",Zantop Air Transport,3,3,1
1-Feb-54,1350,"Off Hokkaido, Japan",Military - U.S. Air Force,35,35,1
5-Feb-54,?,"Susitna Valley, Alaska",Military - U.S. Air Force,16,10,0.625
12-Feb-54,?,"Off Gozo, Malta",Military - Royal Air Force,10,10,1
25-Feb-54,1100,"New Delhi, India",Indian Airlines,3,3,1
26-Feb-54,1032,"Wright, Wyoming",Western Airlines,9,9,1
4-Mar-54,1430,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,20,20,1
13-Mar-54,?,"Dien Bien Phu, South Vietnam",Aigle Azur,?,?,#VALUE!
13-Mar-54,1434,"Kallang Airport, Singapore",British Overseas Airways,40,33,0.825
14-Mar-54,420,"Off Mackay, Australia",Queensland Airlines,2,2,1
19-Mar-54,2230,"Near Lothian, Maryland",Military - U.S. Air Force,18,18,1
26-Mar-54,?,"Monterrey, Mexico",Aeronaves de Mexico,18,18,1
3-Apr-54,1340,"Kabassaak, Turkey",Devlet Hava Yollari,25,25,1
4-Apr-54,?,"Hanoi, Vietnam",Autrex,4,4,1
8-Apr-54,2004,"Off Stromboli, Italy","South African Airways, leased from British Overseas Airways",21,21,1
8-Apr-54,1003,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,36,36,1
13-Apr-54,1310,"Batuco, Chile",LAN,14,14,1
13-Apr-54,?,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,23,16,0.695652174
23-Apr-54,2125,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,25,25,1
30-Apr-54,918,"Near Calcutta, India",Darbhanga Aviation,11,5,0.454545455
22-May-54,923,"Paraparaumu, New Zealand",New Zealand National Airways,28,3,0.107142857
31-May-54,?,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,19,19,1
3-Jun-54,?,"Near Maribor, Slovenia",Sabena,4,1,0.25
4-Jun-54,1100,"Sao Paulo, Brazil",Varig,3,3,1
8-Jun-54,?,"Da Nang, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,4,4,1
19-Jun-54,2300,"Off Folkestone, England",Swissair,9,3,0.333333333
2-Jul-54,1200,"Near Salvador, Brazil",Military - Brazilian Air Force,24,24,1
23-Jul-54,845,"Off Hainan Island, China",Cathay Pacific Airways,18,10,0.555555556
8-Aug-54,1540,"Near McGrath, Alaska",Alaska Airlines,2,2,1
9-Aug-54,240,"Terceira Island, Azores, Portugal",AVIANCA,30,30,1
12-Aug-54,?,Vietnam,Autrex,3,3,1
16-Aug-54,?,"Near Pakse, Laos",Air Vietnam (South Vietnam),55,47,0.854545455
22-Aug-54,1703,"Near Mason City, Iowa",Braniff Airlines,19,12,0.631578947
23-Aug-54,1135,"Off IJuuiden, North Sea",KLM Royal Dutch Airlines,21,21,1
26-Aug-54,1050,"Sakhalin Oblast, Russia",Aeroflot,27,26,0.962962963
27-Aug-54,2211,"Near Rapid City, South Dekota",Military - U.S. Air Force,27,26,0.962962963
5-Sep-54,239,"Foynes, Ireland",KLM Royal Dutch Airlines,56,28,0.5
12-Sep-54,2008,"Off Rio de Janeiro, Brazil",Cruzeiro,26,6,0.230769231
15-Sep-54,?,"Cairo, Egypt",Misrair,4,3,0.75
27-Sep-54,57," Novosibirsk, Russia",Aeroflot,29,29,1
24-Oct-54,1750,"Near Nice, Italy",Military - U.S. Air Force,21,21,1
28-Oct-54,10," Krasnoyarsk Territory, Russia",Aeroflot,16,16,1
30-Oct-54,100,"Off Ocean City, Maryland",Military - U.S. Navy,42,42,1
31-Oct-54,1510,"Mangalore, Australia",TAA,8,3,0.375
16-Nov-54,?,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),24,24,1
30-Nov-54,1115,"Berlin, New Hampshire",Northeast Airlines,7,2,0.285714286
4-Dec-54,?,"Near Luang Pragang, Laos",Air Laos,29,29,1
12-Dec-54,2304,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,4,4,1
18-Dec-54,1400,"New York, New York",Linee Aeree Italiane,32,26,0.8125
18-Dec-54,?,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,2,2,1
22-Dec-54,2300,"Pittsburgh, Pennsylvania",Johnson Flying Service,28,10,0.357142857
25-Dec-54,?,"Prestwick, Ayrshire, Scotland",British Overseas Airways,36,28,0.777777778
31-Dec-54,?,"Irkutsk, Russia",Aeroflot,17,17,1
1-Jan-55,?,"Near Anchorage, Alaska",Military - US Air Force,12,12,1
11-Jan-55,21:00,"Off Skellings, Ireland",Military -Royal Air Force,18,18,1
12-Jan-55,905,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,15,15,1
15-Jan-55,5,"London, Ontario, Canada",Ontario Hydro,5,1,0.2
19-Jan-55,1625,"Des Moines, Iowa",United Air Lines,39,0,0
31-Jan-55,?,"Lapadrera, Colombia",Interamericana de Aviacion,5,5,1
2-Feb-55,350,"Nagpur, India",Indian Airlines,10,10,1
5-Feb-55,1004,"Near Calabar, Nigeria",West African Airways,13,13,1
13-Feb-55,1953,"Abruzzio Mountains, Italy",Sabena,29,29,1
19-Feb-55,731,"Albuquerque, New Mexico",Trans World Airlines,16,16,1
23-Feb-55,920,"Salisbury,  Zimbabwe",Central African Airways,26,1,0.038461538
26-Feb-55,1550,"Formosa, Argentina",de Havilland Dove,7,6,0.857142857
6-Mar-55,?,"Vitoria da Conquista, Brazil",REAL,21,5,0.238095238
7-Mar-55,?,"Near Cuidad de Valles, Mexic",Private,6,6,1
8-Mar-55,1340,"Mascota, Mexico",Mexicana,26,26,1
9-Mar-55,1515,"Trujillo, Colombia",AVIANCA,8,8,1
20-Mar-55,2236,"Springfield, Missouri",American Airlines,35,13,0.371428571
22-Mar-55,203,"Oahu, Hawaii",Military - U.S. Navy,66,66,1
26-Mar-55,1112,Off the Oregon coast,Pan American World Airways,23,4,0.173913043
2-Apr-55,?,"Off Pensacola, Florida",Aaxico Airlines,2,2,1
4-Apr-55,1555,"Islip, New York",United Air Lines,3,3,1
11-Apr-55,1730,"Off Great Natuna Island, Sarawak",Air India,19,19,1
18-Apr-55,?,"Kupe Mountains, Cameroons",Union des Transportes Aeriens,14,12,0.857142857
18-May-55,1156,"Mt. Kilimanjaro, Kenya",East African Airways,20,20,1
21-May-55,?,"Off Barcelona, Venezuela",Linea Aeropostal Venezolana,16,4,0.25
26-May-55,1427,"Edmonton, Alberta, Canada",Associated Airways,2,2,1
3-Jun-55,?,"Fort Lamy, Cameroon",Union Aéromaritime de Transport,3,3,1
16-Jun-55,115,"Near Asuncion, Paraguay",Panair do Brasil,24,16,0.666666667
18-Jun-55,?,"Leon, Mexico",Tigres Voladores,39,18,0.461538462
14-Jul-55,1545,"Oaxaca, Mexico",Lineas Areas Unidas,22,22,1
17-Jul-55,624,"Chicago, Illinois",Braniff Airlines,43,22,0.511627907
27-Jul-55,738,"Near Petrich, Bulgaria",El Al,58,58,1
4-Aug-55,1223,"Fort Leonard Wood, Missouri",American Airlines,30,30,1
5-Aug-55,1518,"Near Voronezh, Russia",Aeroflot,25,25,1
11-Aug-55,14:20,"Near Edelweiler, West Germany",Military - U.S. Air Force / Military - U.S. Air Force,67,67,1
26-Aug-55,800,"Caparao Mountain, Brazil",Cruzeiro,13,13,1
30-Aug-55,?,"Simra, Nepal",Kalinga Airlines,3,2,0.666666667
2-Sep-55,?,"Lanywa, Burma (Myanmar)",Union of Burma Airways,12,12,1
8-Sep-55,757,"Burbank, California",Currey Air Transport,33,2,0.060606061
10-Sep-55,?,"Near Banyo, Cameroon",Societe France Hydro,16,16,1
17-Sep-55,50,"Near Thorhild, Alberta, Canada",Pacific Western Airlines,6,2,0.333333333
22-Sep-55,23,"Idris, Libya",British Overseas Airways,47,15,0.319148936
24-Sep-55,2048,"Pacific Ocean (1,000 miles west of Honolulu, HI)",Flying Tiger Line,5,3,0.6
29-Sep-55,1310,"Yellowknife, Northwest Territory, Canada",Associated Airways,2,1,0.5
2-Oct-55,?,"Pico Oiriruma-Vinac, Peru",Faucett,35,19,0.542857143
6-Oct-55,726,"Near Centennial, Wyoming",United Air Lines,66,66,1
10-Oct-55,1540," Near Vienna, Austria",JAT Yugoslav Airlines,29,7,0.24137931
1-Nov-55,1903,"Longmont, Colorado",United Air Lines,44,44,1
17-Nov-55,?,"Near Las Vegas, Nevada",Military - U.S. Air Force,14,14,1
17-Nov-55,2359,"Seattle, Washingon",Peninsular,74,28,0.378378378
20-Nov-55,1859,"Iwo Jima, Japan",Military - US Air Force,11,10,0.909090909
30-Nov-55,2200,"Near Ballico, California",Military - U.S. Air Force,10,10,1
1-Dec-55,657,"Belem, Brazil",Cruzeiro,6,6,1
9-Dec-55,1207,"Khabarovsk Territory, Russia",Aeroflot,21,21,1
17-Dec-55,2040,"Hollywood, South Carolina",Riddle Airlines,2,2,1
19-Dec-55,?,"Sao Paulo, Brazil",Cruzeiro Do Sud,26,26,1
21-Dec-55,343,"Jacksonville, Florida",Eastern Air Lines,17,17,1
12-Jan-56,340,"Frederick Henry Bay,  Australia",Ansett ANA,2,1,0.5
17-Jan-56,52,"Oreway, Newfoundland, Canada",Quebecair,18,4,0.222222222
18-Jan-56,1449,"Torysa, Czechoslovakia",Ceskoslovenske Aerolinie,26,22,0.846153846
28-Jan-56,17,"Lyon, France",Air France,3,3,1
13-Feb-56,?,"Frobisher Bay, Canada",Maritime Central Airways,2,2,1
14-Feb-56,?,"Near Fort Chimo, Quebec, Canada",Spartan Air Services,3,2,0.666666667
17-Feb-56,1342,"Near Niles, California",Military - U.S. Marine Corps,40,40,1
18-Feb-56,1323,"Near Zurrieg, Malta",Scottish Airlines,50,50,1
20-Feb-56,345,"Near Cairo, Egypt",Transport Aerien Intercontinentaux (France),64,52,0.8125
24-Feb-56,?,"Near Aleppo, Syria",Syrian Airways,19,19,1
25-Feb-56,1455,"Jalkot, Pakistan",Pakistan International Airlines,3,3,1
21-Mar-56,?,"Tezpur, India",Indian Airlines,21,2,0.095238095
28-Mar-56,?,"Largs, England",Starways,3,1,0.333333333
31-Mar-56,520,"Indapur, India",National Air Operators,3,3,1
31-Mar-56,?,"Korat ,Thailand",Military - Royal Thai Air Force,19,19,1
1-Apr-56,1920,"Pittsburgh, Pennsylvania",Trans World Airlines,36,22,0.611111111
2-Apr-56,810,"Seattle, Washington",Northwest Orient Airlines,38,5,0.131578947
9-Apr-56,951,"Skilak Lake, Alaska",Cordova Airlines,6,6,1
18-Apr-56,?,"Parintins, Brazil",Panair do Brasil,12,3,0.25
30-Apr-56,930,"London, England",Scottish Airlines,54,2,0.037037037
15-May-56,?,"Kathmandu, Nepal",Indian Airlines,31,14,0.451612903
15-May-56,2217,"Orleans, Ontario, Canada",Military - Royal Canadian Air Force,2,2,1
24-May-56,1020,"Guatemala City, Guatemala",Aviateca,31,30,0.967741935
13-Jun-56,?,Over North Carolina,Piedmont,?,1,#VALUE!
20-Jun-56,132,"Asbury Park, New Jersey",Linea Aeropostal Venezolana,74,74,1
24-Jun-56,1725,"Kano, Nigeria",British Overseas Airways,45,32,0.711111111
30-Jun-56,1032,"Grand Canyon, Arizona",United Air Lines / Trans World Airlines,128,128,1
9-Jul-56,1353,"Near Flat Rock, Michigan",Trans Canada Air Lines,35,1,0.028571429
13-Jul-56,1535,"Near Brows Mills, New Jersey",Military - U.S. Air Force,66,46,0.696969697
15-Jul-56,135,"Shannon, Ireland",Swissair,4,4,1
16-Jul-56,715,"Rio Cuarto, Argentina",Aerolineas Argentinas,18,18,1
8-Aug-56,?,"Thazi, Burma",Union of Burma Airways,22,12,0.545454545
29-Aug-56,2045,"Cold Bay, Alaska",Canadian Pacific Air Lines,22,15,0.681818182
9-Sep-56,?,"Amman, Jordan",Jordan International Airlines,57,1,0.01754386
9-Sep-56,1432,"Bartlesville, Oklahoma",Continental Airlines,18,0,0
2-Oct-56,1825,"Near Nome, Alaska",Alaska Airlines,5,5,1
10-Oct-56,2210,"Off Land's End, England",Military - U.S. Navy,59,59,1
16-Oct-56,615,Over the Pacific Ocean,Pan American World Airways,31,0,0
19-Oct-56,?,"Agartala, India",Indian Airlines,3,3,1
28-Oct-56,2200,Over the Mediterranean Sea,Military - Egyptian Air Force,16,16,1
5-Nov-56,2352,"Blackbushe, England",Britavia,80,7,0.0875
7-Nov-56,950,"Hommelfjell, Norway",Braathens,12,2,0.166666667
15-Nov-56,1453,"Puerto Somoza, Nicaragua",Aerovias Guest,25,25,1
17-Nov-56,1645,"El Rucio Mountain, Colombia",Empresa Aviacion del Pacifico,36,36,1
24-Nov-56,18,"Paris, France",Linee Aeree Italiane,35,34,0.971428571
24-Nov-56,1820,"Near Eglisau, Switzerland",Ceskoslovenske Aerolinie,23,23,1
27-Nov-56,815,"Caracas, Venezuela",Linea Aeropostal Venezolana,25,25,1
8-Dec-56,705,"Caqueta, Colombia",AIDA,16,14,0.875
9-Dec-56,1910,"Near Chilliwack, British Columbia, Canada",Trans Canada Air Lines,62,62,1
12-Dec-56,900,"Dannemois, France",Air France,5,5,1
22-Dec-56,2103,"Grub, Germany",JAT Yugoslav Airlines,30,3,0.1
22-Dec-56,1820,"Mt. Giner, Italy",Linee Aeree Italiane,21,21,1
31-Dec-56,4,"Dhahran, Saudi Arabia",Military - U.S. Air Force,38,12,0.315789474
6-Jan-57,1,"Owasso, Oklahoma",American Airlines,10,1,0.1
11-Jan-57,900,"Near Buenos Aires, Argentina",Lineas Aereas del Estado,33,17,0.515151515
23-Jan-57,1118,"Ometepe Island, Nicaragua",Lanica,16,16,1
29-Jan-57,1924,"Paris, France",Air France,70,2,0.028571429
31-Jan-57,1118,"Near Sunland, California",Douglas Aircraft,6,5,0.833333333
1-Feb-57,1802,"New York, New York",Northeast Airlines,101,21,0.207920792
22-Feb-57,2000,"Kimpo Air Base, South Korea",Military - U.S. Air Force,159,22,0.13836478
2-Mar-57,1719,"Blyn, Washington",Alaska Airlines,5,5,1
4-Mar-57,?,"Near Miho AB, Japan",Japanese Air Force,17,17,1
5-Mar-57,1100,"Drayton, England",Military -Royal Air Force,22,18,0.818181818
9-Mar-57,1000,"El Soldado, Colombia",AVIANCA,15,15,1
14-Mar-57,1346,"Manchester, England",British European Airways,20,20,1
17-Mar-57,140,"Near Cebu, Philippines",Military - Philippine Air Force,25,24,0.96
18-Mar-57,?,"Near Sayari, Bolivia",Lloyd Aereo Boliviano,19,19,1
22-Mar-57,37,Over the North Pacific Ocean,Military - U.S. Air Force,67,67,1
7-Apr-57,?,"Bage, Brazil",Varig,40,40,1
8-Apr-57,?,"Algiers, Algeria",Air France,34,34,1
10-Apr-57,1520,"Anchieta Island, Brazil",REAL,30,26,0.866666667
15-Apr-57,753,"Merida, Mexico",Transportes Aéreos Mexicanos,3,3,1
17-Apr-57,830,"Near El Quweira, Jordan",Military -Royal Air Force,24,24,1
20-Apr-57,?,"Jirkouk, Iraq",Air France,?,1,#VALUE!
1-May-57,2120,"Blackbushe, Hants, England",Eagle Aviation,35,34,0.971428571
5-May-57,?,"Santoshpur, India",Indian Airlines,3,1,0.333333333
9-May-57,1904,"Barajas, Madrid, Spain",Aviaco,37,37,1
13-May-57,335,"Narsarressuak, Greenland",U.S. Overseas Airways,3,2,0.666666667
13-May-57,?,"New Delhi, India",Indian Airlines,2,2,1
13-May-57,?,"Near San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,16,16,1
14-Jun-57,2310,"Near Moscow, Russia",LOT Polish Airlines,13,9,0.692307692
18-Jun-57,1020,"Bodensee, Switzerland",Swissair,9,9,1
22-Jun-57,750,"Near Clarksburg, Maryland",Capital Airlines,3,3,1
23-Jun-57,1420,"Port Hardy, BC, Canada",Pacific Western,18,14,0.777777778
24-Jun-57,?,"Horn Island, Queensland, Australia",Adastra Airways,?,6,#VALUE!
1-Jul-57,?,"Bay of Bengal, Pakistan",Pakistan International Airlines,24,24,1
3-Jul-57,?,"Near Fort Rupert, Quebec, Canada",Kenting Air,4,4,1
16-Jul-57,336,"Near Biak, Indonesia",KLM Royal Dutch Airlines,68,58,0.852941176
16-Jul-57,2120,"Near Hsinchu, Taiwan (Formosa)",Military - United States Air Force,16,16,1
25-Jul-57,337,"Daggett, California",Western Airlines,16,1,0.0625
11-Aug-57,1415,"Near Issoudun, Quebec, Canada",Maritime Central Airways,79,79,1
15-Aug-57,630,"Copenhagen, Denmark",Aeroflot,23,23,1
20-Aug-57,?,"Assam, India",Indamer,8,8,1
29-Aug-57,?,"Near Juticalpa, Honduras",Sahsa Airlines,12,12,1
3-Sep-57,?,"Niquitao, Venezuela",Avensa,8,8,1
15-Sep-57,2046,"New Bedford, Massachusetts",Northeast Airlines,24,12,0.5
18-Sep-57,2120,"Montevideo,  Uruguay",REAL,35,1,0.028571429
27-Sep-57,1130,"Bhiwandi, Maharashtra, India",èkoda (India) Ltd,3,3,1
28-Sep-57,?,"Islay-Glenegedale Airport, Scotland",British European Airways,3,3,1
1-Oct-57,1855,"Akshi, Russia",Aeroflot,27,27,1
3-Oct-57,155,"Beirut, Lebanon",Lebanese International Airways,27,27,1
18-Oct-57,?,"Porto Alegre, Brazil",Varig,2,2,1
23-Oct-57,1651,"Belfast, Ireland",British European Airways,7,7,1
28-Oct-57,1805,"Madrid, Spain",Iberia Airlines,21,21,1
30-Oct-57,?,"Near Campeche, Mexico",Transportes Aereos Mexicanos,3,3,1
3-Nov-57,703,"Dusseldorf, West Germany",Herfurtner Company,10,7,0.7
4-Nov-57,1758,"Moscow, Russia",TAROM,16,4,0.25
6-Nov-57,?,"Bristol, England",Bristol Aeroplane Co.,15,15,1
8-Nov-57,127,"900 miles E of Honolulu, Hawaii, Pacific Ocean",Pan American World Airways,44,44,1
15-Nov-57,2254,"Chessell Down, England",Aquilla Airways,58,43,0.74137931
15-Nov-57,2008,"Near Palma de Mallorca, Spain",Aviaco,4,4,1
21-Nov-57,1133,"Christchurch, New Zealand",Straits Air Freight Express,4,4,1
8-Dec-57,1645,"Bolivar, Argentina",Aerolineas Argentinas,61,61,1
10-Dec-57,?,"Jeannine Lake, Quebec, Canada",Northern Wings,10,3,0.3
11-Dec-57,1312,"Ozamis City, Philippines",Philippine Air Lines,12,2,0.166666667
18-Dec-57,1235,"Near Birobidzhan, Russia",Aeroflot,27,27,1
23-Dec-57,?,"Stansted, England",Scottish Airlines,4,4,1
23-Dec-57,1600,"Off Oahu, Hawaii",Military - U.S. Navy,23,19,0.826086957
31-Dec-57,1257,"Buenos Aires, Argentina",Aerolineas Argentinas,50,9,0.18
16-Jan-58,?,"Belem, Brazil",Cruzeiro,3,3,1
20-Jan-58,?,"Near La Paz, Bolivia",TAM (Bolivia),11,11,1
1-Feb-58,?,"Rio de Janeiro, Brazil",Loide Aéreo Nacional,73,5,0.068493151
1-Feb-58,1915,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,41,41,1
6-Feb-58,1603,"Munich, Germany",British European Airways,44,23,0.522727273
15-Feb-58,2224,"Mount Vesuvius, Italy",Military - US Air Force,16,16,1
19-Feb-58,114,"Cairo, Egypt",KLM Royal Dutch Airlines,21,1,0.047619048
19-Feb-58,?,"Raiatea, French Polynesia",Réseau Aérien Interinsulaire,15,15,1
20-Feb-58,535,"Off Corvo Island, Azores",Military - U.S. Navy,22,22,1
27-Feb-58,945,"Horwich, Lancs, England",Silver City Airways,42,35,0.833333333
7-Mar-58,?,"Menzalah Lake, Egypt",Misrair,26,8,0.307692308
7-Mar-58,1945,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,26,26,1
22-Mar-58,205,"Grants, New Mexico",Private,4,4,1
24-Mar-58,?,"Near Kathmandu, Nepal",Indian Airlines,20,20,1
25-Mar-58,6,"Miami, Florida",Braniff Airlines,24,9,0.375
27-Mar-58,1615,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,18,18,1
2-Apr-58,?,"Quito, Ecuador",Transportes Aereos Orientales,14,3,0.214285714
6-Apr-58,2319,"Freeland, Michigan",Capital Airlines,47,47,1
7-Apr-58,900,"Mt. Illiniza, Ecuador",AREA,32,32,1
14-Apr-58,2107,"Off Castell de Fels, Spain",Aviaco,16,16,1
21-Apr-58,830,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,49,49,1
15-May-58,2018,"New Delhi, India",Pakistan International Airlines,38,21,0.552631579
16-May-58,?,"Chatenoy, France",British European Airways,3,3,1
18-May-58,425,"Near Casablanca, Morocco",Sabena,69,65,0.942028986
20-May-58,1129,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,13,12,0.923076923
25-May-58,?,"Gurgaon, India",Dan-Air Services,5,4,0.8
31-May-58,?,"SW of Algiers, Algeria",Air France,15,15,1
31-May-58,?,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,4,4,1
2-Jun-58,2206,"Near Guadalajara, Mexico",Aeronaves de Mexico,45,45,1
2-Jun-58,523,"Manila, Philippines",Pan American World Airways,57,1,0.01754386
4-Jun-58,1358,"Martinsburg, West Virginia",Capital Airlines,3,1,0.333333333
9-Jun-58,1150,"Magadan Oblast, Russia",Aeroflot,24,24,1
10-Jun-58,1155,Ilha Grande Rio de Janeiro,Aerolenas Argentinas,22,0,0
16-Jun-58,1745,"Curitiba, Brazil",Cruzeiro,26,21,0.807692308
25-Jun-58,1100,"Mohanbari, India",Indian Airlines,7,5,0.714285714
27-Jun-58,30,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,15,15,1
9-Jul-58,1405,"Dhaka, Baangladesh",Indian Airlines,3,3,1
9-Aug-58,114,"Benghazi, Libya",Central African Airways,54,36,0.666666667
11-Aug-58,1900,"Near Belem, Brazil","	Loide Aéreo Nacional",11,10,0.909090909
12-Aug-58,?,"Sakiya Saugye, Japan",All Nippon Airways,33,33,1
14-Aug-58,345,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,99,99,1
15-Aug-58,2220,"Near Chita, Russia",Aeroflot,64,64,1
15-Aug-58,2334,"Nantucket, Massachusetts",Northeast Airlines,34,25,0.735294118
2-Sep-58,610,Off Guam,Military - U.S. Air Force,19,19,1
2-Sep-58,632,"London, England",Independent Air Travel,3,3,1
2-Sep-58,1400,"Sasnashen, Russia",Military - U.S. Air Force,17,17,1
5-Sep-58,1730,"Campina Grande, Brazil",Loide Aereo Nacional,18,14,0.777777778
7-Sep-58,318,"  Kazakh, Russia",Aeroflot,27,27,1
8-Sep-58,1920,"Near Fairchild AFB, Washington",Military - U.S. Air Force / U.S. Air Force,16,13,0.8125
9-Sep-58,?,"Mount Oyama, Japan",Flying Tiger Line,8,8,1
19-Sep-58,1615,"Near Lazo, Russia",Aeroflot,28,28,1
19-Sep-58,?,"Triel, France",Military - U.S. Air Force,15,15,1
29-Sep-58,?,Over the Mediterranean Sea,Middle East Airlines,5,5,1
9-Oct-58,1825,"Payette, Idaho",Military - U.S. Air Force,19,19,1
14-Oct-58,22,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,23,23,1
15-Oct-58,1730,"Villa Montes, Bolivia",Military - TAM (Bolivia),20,20,1
17-Oct-58,2130,"Near Kanash, Russia",Aeroflot,80,80,1
18-Oct-58,?,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",Military - U.S. Navy,29,11,0.379310345
22-Oct-58,1150,"Anzio, Italy",British European Airways,31,31,1
1-Nov-58,201,"Nipe Bay, Cuba",Cubana de Aviacion,20,17,0.85
3-Nov-58,2000,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,8,8,1
8-Nov-58,?,"La Paz, Bolivia",TAM (Bolivia),3,3,1
9-Nov-58,1321,North Atlantic Ocean,ARTOP Aerotopografica LDA,36,36,1
16-Nov-58,?,"Fort Collins, Colorado",Capitol Airways,2,2,1
4-Dec-58,1715,"Guadarrama Mountains, Spain",Aviaco,21,21,1
23-Dec-58,310," Tashkent, Uzbekstan",Aeroflot,21,21,1
24-Dec-58,1158,"Winkton, England",BOAC,12,9,0.75
26-Dec-58,1252,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,70,3,0.042857143
30-Dec-58,1209,"Rio de Janeiro, Brazil",VASP,37,21,0.567567568
6-Jan-59,1120,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,5,5,1
8-Jan-59,2032,"Mt. Holston, Tennessee",Southeast Airlines,10,10,1
11-Jan-59,1117,"Rio de Janerio, Brazil",Lufthansa,39,36,0.923076923
14-Jan-59,?,"Panther Peak, California",California Air Freight,2,2,1
16-Jan-59,2140,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),52,51,0.980769231
18-Jan-59,333,"Stalingrad, Russia",Aeroflot,25,25,1
21-Jan-59,1530,"Near Merida, Venezuela",Linea Expresa Bolivar,4,4,1
22-Jan-59,1700,"Dabouk, Jordan",Air Jordan,15,10,0.666666667
27-Jan-59,609,"Brindisi, Italy",Air Charter,6,2,0.333333333
1-Feb-59,2350,"Kerrville, Texas",General Airways,28,3,0.107142857
3-Feb-59,100,"Mason City, Iowa",Dwyer Flying Service - Private Charter,4,4,1
3-Feb-59,2356,"La Guardia Airport, New York, NY",American Airlines,73,65,0.890410959
17-Feb-59,1647,"Gatwick, Surrey, England",Turkish Airlines (THY),24,14,0.583333333
